step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
1,training,0.12873104214668274,0.32786545157432556,0.0,0.00024484288442932177,0.0007235213935338978,0.004426046902604122,dl
2,training,0.10511280596256256,0.23423876613378525,0.0,0.09541844214616899,0.0009620583921790548,-0.002316279923717076,dl
3,training,0.07182718068361282,0.14404325187206263,0.0,0.15546827615905603,0.0011476715160208622,0.012008062254341876,dl
4,training,0.04560236632823944,0.09955728054046631,0.0,0.2149850770314554,0.002856878479967991,0.05051412626796053,dl
5,training,0.027764998376369476,0.07959488034248346,0.0,0.2743046663016572,0.007637105469112164,0.11569114288115202,dl
6,training,0.015890300273895264,0.07143256068229675,0.0,0.31327054103149826,0.013384074227053809,0.1807544472527665,dl
7,training,0.018599968403577805,0.1768400371074676,0.0,0.37056491329076097,0.027090686771599943,0.29292673200310987,dl
8,training,0.030881306156516075,0.25118599832057953,0.0,0.4259114840387589,0.04756543161867214,0.421245077546863,dl
9,training,0.03147760406136513,0.2359664887189865,0.0,0.47782191108873795,0.0750733858149422,0.5518482581935137,dl
10,training,0.03170303255319595,0.18449757993221283,0.0,0.5264278641845554,0.10877115570039107,0.6605488085723796,dl
11,training,0.01946195773780346,0.22845451161265373,0.0,0.5854963753645052,0.16085216261535729,0.77934978773725,dl
12,training,0.03584109991788864,0.25164683163166046,0.0,0.6264840567416052,0.20396141202543983,0.8383768007779517,dl
13,training,0.034912899136543274,0.2762724906206131,0.0,0.6653581859788775,0.24913891632848784,0.8769315396369926,dl
14,training,0.054884057492017746,0.316684328019619,0.0,0.7152889103446711,0.3112394886306666,0.9085028963514556,dl
15,training,0.0466265007853508,0.264841852709651,0.0,0.7396035620930862,0.34281975046470353,0.9197263000579257,dl
16,training,0.046106256544589996,0.2556149996817112,0.0,0.7755573476521679,0.3906347794689374,0.9299869320338132,dl
17,training,0.04862010478973389,0.27001642808318144,0.0,0.8114686090794592,0.4387040938344154,0.9263979154885228,dl
18,training,0.042958684265613556,0.2735478803515434,0.0,0.8355087299322329,0.47057531847598894,0.9218441239507809,dl
19,training,0.04588572308421135,0.2763758450746536,0.0,0.8598059314515037,0.5022874957577984,0.9103536397863436,dl
20,training,0.07122617214918137,0.30385424196720123,0.0,0.8971437797216124,0.5493636439638897,0.8902829001626953,dl
21,training,0.06088608503341675,0.3009569793939591,0.0,0.9225859301658622,0.5803308044663607,0.8743852321144466,dl
22,training,0.02803923562169075,0.2824724167585373,0.0,0.9617595007866316,0.6258887470202492,0.8467919349583538,dl
23,training,0.05015851557254791,0.26176542043685913,0.0,1.0024814448442987,0.6703701877111934,0.8098439329755834,dl
24,training,0.034298352897167206,0.26604080200195307,0.0,1.04483895605389,0.713091052864165,0.7679826934469928,dl
25,training,0.036605969071388245,0.30818726122379303,0.0,1.0743449467696324,0.7406984105158169,0.7349583455000724,dl
26,training,0.036597512662410736,0.3507181853055954,0.0,1.1199673225357945,0.7799046197845371,0.6857117021835357,dl
27,training,0.03260033577680588,0.3126690983772277,0.0,1.1515540069312498,0.8049744436631032,0.6567841842357097,dl
28,training,0.050505198538303375,0.27988468110561376,0.0,1.2167324429569466,0.8520005584560355,0.5912868300798366,dl
29,training,0.033053360879421234,0.28226339817047125,0.0,1.2504767793217426,0.873829576234891,0.5556938976214315,dl
30,training,0.06064470112323761,0.3213638067245483,0.0,1.3026738588501232,0.904170029321928,0.4970915494974697,dl
31,training,0.042391203343868256,0.32381370663642883,0.14387394093261316,1.3747712783356554,0.9400821242851346,0.426824975815533,nav
32,training,0.04344990476965904,0.30457417666912084,0.14387394093261316,1.4109782802696964,0.9553998937645056,0.3577516384311528,nav
33,training,0.04825792461633682,0.39545153081417084,0.14387394093261316,1.4499274427758195,0.9678067231818257,0.26003695471859994,nav
34,training,0.03871387243270874,0.3637462258338928,0.2086439963303546,1.5305375393478444,0.9807095908205307,0.04961988844769557,nav
35,training,0.09557998180389404,0.3588914275169373,0.23467313632555886,1.5915335858702884,0.9791341614811476,-0.09778406758279712,nav
36,training,0.027464067563414574,0.20291223376989365,0.23467313632555886,1.651812503908284,0.9690356842609312,-0.23287288389730995,nav
37,training,0.03855789452791214,0.17113365232944489,0.2560700099767974,1.6904852479507342,0.9582890155756592,-0.3040139042723747,nav
38,training,0.047521330416202545,0.1549045890569687,0.2560700099767974,1.74738955427053,0.9383971233126569,-0.3600943219876579,nav
39,training,0.040740616619586945,0.01237428188323974,0.2560700099767974,1.8033541571091205,0.9161554292856992,-0.39378865956200737,nav
40,training,0.05818630009889603,0.3468821542337537,0.2560700099767974,1.8586484009643998,0.8925641358980404,-0.40915019751488146,nav
41,training,0.08784781396389008,0.3310578539967537,0.20457501431288969,1.8952459937092174,0.8766441404041416,-0.410369396874928,nav
42,training,0.09703492373228073,0.2246289774775505,0.20457501431288969,1.9502903778243073,0.8529163327928083,-0.40179412823340394,nav
43,training,0.09194214642047882,0.2615789920091629,0.20457501431288969,2.0054924553251223,0.829985686737584,-0.38483370011961326,nav
44,training,0.05987681448459625,0.26586829870939255,0.20457501431288969,2.0426088395476385,0.8153134097655764,-0.3667699432003643,nav
45,training,0.027922101318836212,0.31442641466856003,0.20457501431288969,2.0800157419500223,0.8013263537431992,-0.34859364874386967,nav
46,training,0.047255657613277435,0.2721061035990715,0.12042017193435768,2.136387960275611,0.7817286498664605,-0.3191213668778311,nav
47,training,0.05864271894097328,0.2656153291463852,0.12042017193435768,2.1934562852935913,0.7637549161437706,-0.29252140519190273,nav
