1,test,3.868101320317944e-07,0.4522382295923555,0.0008584676363336111,0.038307107818857794
2,test,0.016080497296312633,0.47003048476484643,0.0012262575970485297,0.021282289847602408
3,test,0.010699142994903904,0.5108876221790171,0.0017222991558068174,0.00410178773298993
4,test,0.008848193237420827,0.5601258169908332,0.0024774829588162205,-0.00823401555199287
5,test,0.006198984981838846,0.6339274543566153,0.003183221669427931,-0.027828650563466284
6,test,0.011849547518851727,0.695561074995597,0.0035963255177087834,-0.03909693577946753
7,test,0.010616561457208558,0.7467035578438231,0.002652477582205314,-0.04948057546904877
8,test,0.005967655257134235,0.8017550774951991,0.0012269255540440335,-0.0699811756796725
9,test,0.004617818511605616,0.8536507788630064,-0.0004390736357413301,-0.07594861123059385
10,test,0.006178718059171617,0.9029604237534531,-0.0033681575577887597,-0.0908579081911317
11,test,0.008669345852982815,0.9621771030425907,-0.006738071559218884,-0.10430738895334646
12,test,0.012340208855270611,1.0235089002219662,-0.011307313026360318,-0.12495421445325336
13,test,0.01565664026223918,1.0724353575592593,-0.01612246245718207,-0.14777299940611122
14,test,0.020617483890432175,1.1212378749053713,-0.02265994787390909,-0.18285446617567183
15,test,0.026011903987228042,1.1708625305743197,-0.029899405430480447,-0.2001322692199
16,test,0.032609133613620805,1.2245355125250381,-0.039385493532923525,-0.2127711702196184
17,test,0.040677122593634756,1.2774116900836356,-0.04931489627930231,-0.24732632974960309
18,test,0.052249786678249,1.3370989581470976,-0.06208875836796165,-0.26008154715154436
19,test,0.06601416605013953,1.395103904236286,-0.07701020746758233,-0.2831671010559047
20,test,0.07969982892315597,1.4533819364579874,-0.09309321690623407,-0.30130078079955724
21,test,0.09373656195009859,1.5085761098266905,-0.1089357047679157,-0.3316153040791839
22,test,0.10608380080396591,1.556658215328921,-0.12350037184293303,-0.3458391738948938
23,test,0.1221248757537318,1.6054973016351821,-0.14232578999759163,-0.35397112785393237
24,test,0.13397334448470813,1.6409587667404162,-0.1568871288671235,-0.3760243028658443
