step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
1,training,0.13991689682006836,0.010943502187728826,0.0,0.00017857427599128443,0.0005293585184195498,0.003219584259191704,dl
2,training,0.00012789211177732795,0.16837286949157715,0.0,0.010226117312675607,0.0005680265061557274,0.0034583247177431492,dl
3,training,0.029699992388486862,0.18933609127998352,0.0,0.044034436305336704,0.0009934589000016884,0.03233938625126011,dl
4,training,0.029514694586396217,0.06790292263031006,0.0,0.06204913711302372,0.001898693237757001,0.0703284898806153,dl
5,training,0.01179409772157669,0.04527911543846125,0.0,0.0813457826426496,0.0037018509025135496,0.1141766893436718,dl
6,training,0.00142531783785671,0.0063946545124053955,0.0,0.11980709870722493,0.00963895464478717,0.18748727569229112,dl
7,training,0.0015507186762988567,0.022600337862968445,0.0,0.13906372883714888,0.013603009221316893,0.2169666496050221,dl
8,training,0.004972700960934162,0.031072825193405124,0.07417377706255042,0.15834248132756096,0.01811947162054412,0.243176945435939,dl
9,training,0.009256608784198761,0.12291344255208969,0.07417377706255042,0.1966547486631788,0.028587986843321072,0.2903994840802351,dl
10,training,0.015271804295480251,0.11433124542236328,0.07417377706255042,0.23423105453727866,0.04070580450250609,0.3323717875225636,dl
11,training,0.03818194568157196,0.18187588639557362,0.07417377706255042,0.27158921117607904,0.05440077928677081,0.36943357033631347,dl
12,training,0.008879396133124828,0.17490253993310034,0.07417377706255042,0.30837797410077655,0.0693980602420546,0.4065811608320021,dl
13,training,0.011655699461698532,0.18764789402484894,0.07835540048324519,0.34444631518162305,0.08574755931205122,0.44334857755819673,dl
14,training,0.019638387486338615,0.13954713195562363,0.07835540048324519,0.38013880121629956,0.1033864216539594,0.4729253807803393,dl
15,training,0.026397254317998886,0.1556568145751953,0.07835540048324519,0.4151278292535357,0.12187427668569692,0.49807316814785146,dl
16,training,0.029705138877034187,0.15547362528741357,0.07835540048324519,0.4500043471906838,0.14120255860576697,0.5121818306242302,dl
17,training,0.030680332332849503,0.1715371571481228,0.07835540048324519,0.4847210373840532,0.16087921324604104,0.518005703814975,dl
18,training,0.016700081527233124,0.13806332647800446,0.07835540048324519,0.5193086039677819,0.1807246566248134,0.523658638300928,dl
19,training,0.022101501002907753,0.20005442947149277,0.10737520766751331,0.5538192424107656,0.20075806603223764,0.5268558420999102,nav
20,training,0.021797843277454376,0.16508005931973455,0.10737520766751331,0.5869387149853159,0.21998385351124047,0.5195261581412914,nav
21,training,0.011463601142168045,0.1493738330900669,0.10737520766751331,0.6213437394590379,0.23906579745709491,0.49047891740870003,nav
22,training,0.027722900733351707,0.11966831609606743,0.10737520766751331,0.6571857522817386,0.25742734399085254,0.4554070085224309,nav
23,training,0.02793874219059944,0.11413397639989853,0.10737520766751331,0.693486461989049,0.27447795596487273,0.42334017951137204,nav
24,training,0.01376644242554903,0.0483454093337059,0.10737520766751331,0.7305196731338738,0.2904768236148314,0.39177701425200057,nav
25,training,0.02979792281985283,0.030719269067049026,0.12926058709880225,0.7678510669887904,0.3052550636128272,0.3652107531636265,nav
26,training,0.019451014697551727,0.04634565860033035,0.12926058709880225,0.8053871614156364,0.3191978392066419,0.3464823262918197,nav
27,training,0.016166992485523224,0.07840356230735779,0.12926058709880225,0.8434187459020208,0.33254629516972606,0.32872229655870616,nav
28,training,0.015336308628320694,0.06762551888823509,0.12926058709880225,0.8813195088707664,0.34512056214761905,0.31214526841197154,nav
29,training,0.005114979576319456,0.07115688174962997,0.12926058709880225,0.9196010810232585,0.35716106014907795,0.299009129624672,nav
30,training,0.00540737621486187,0.04697150178253651,0.12926058709880225,0.9579342628456257,0.36882708058270575,0.2918210225250473,nav
31,training,0.007278568111360073,0.041796788573265076,0.11490819728442593,0.9961994504422758,0.3801583487655531,0.2840150161644891,nav
32,training,0.013998669572174549,0.06116100773215294,0.11490819728442593,1.0348045068227283,0.39126549885771683,0.2759441185232561,nav
33,training,0.00578653858974576,0.11132996901869774,0.11490819728442593,1.0732383954186582,0.40199958324984375,0.2678157502699242,nav
34,training,0.005572946276515722,0.11182568222284317,0.11490819728442593,1.111918246276255,0.41240120879306336,0.25713514493973805,nav
35,training,0.0028242673724889755,0.0705489618703723,0.11490819728442593,1.1506912290088405,0.4224442706069123,0.2509512719263231,nav
36,training,0.0034806018229573965,0.012248385697603226,0.11490819728442593,1.1893547848153339,0.4322652323173049,0.24684138505303108,nav
37,training,0.003101602429524064,0.012725871056318287,0.08698586697641571,1.228225242359628,0.44202535951253213,0.24723365888456936,nav
38,training,0.004145167302340269,0.08493853360414505,0.08698586697641571,1.2668122307588947,0.45191767830738705,0.2538779566872828,nav
39,training,0.002751830965280533,0.0725477784872055,0.08698586697641571,1.30545694011369,0.46200636827835256,0.2533639987596537,nav
40,training,0.002012664685025811,0.1157582625746727,0.08698586697641571,1.3442663198585718,0.47192737651359734,0.24871994359538152,nav
41,training,0.0023452292662113905,0.07310250774025917,0.08698586697641571,1.4024881992572489,0.48640057062640635,0.23521459977591833,nav
42,training,0.0009630631539039314,0.04947981052100659,0.08698586697641571,1.4220262829073191,0.49103674983202666,0.2310440565238512,nav
43,training,0.0037831102963536978,0.08466288074851036,0.030749838065188294,1.4609589512098986,0.5000870518244444,0.22558049905591016,dl
44,training,0.0020997277460992336,0.14122490212321281,0.030749838065188294,1.4998820819069594,0.5089144952252151,0.2232013812276967,dl
45,training,0.002808998804539442,0.10482806339859962,0.030749838065188294,1.5388204256085565,0.5179353852343265,0.2338676836214253,dl
46,training,0.004898210987448692,0.11550840735435486,0.030749838065188294,1.5967861861964292,0.5323422490582758,0.25178534149265985,dl
47,training,0.0014148913323879242,0.10202488675713538,0.030749838065188294,1.6161628366940946,0.5373580199512648,0.25444446039882473,dl
48,training,0.0025410589296370745,0.09570816159248355,0.030749838065188294,1.654893921222455,0.54744976857201,0.25409083335061317,dl
49,training,0.0024320371448993683,0.09380150958895683,0.02049542481986876,1.693537036810032,0.5573987078770877,0.24864312173325553,dl
50,training,0.0016135475598275661,0.09411097317934039,0.02049542481986876,1.732483497052367,0.5671092374550202,0.23963124556523263,dl
51,training,0.00491680484265089,0.10544716939330101,0.02049542481986876,1.7713155693411873,0.57645250667969,0.2318071408607802,dl
52,training,0.0020762344356626272,0.11774659901857376,0.02049542481986876,1.8102976957829837,0.5854680578526585,0.2227041313054004,dl
53,training,0.00524103594943881,0.12753042951226232,0.02049542481986876,1.8493792602030472,0.5941694085630734,0.21616409557574354,dl
54,training,0.0027197005692869425,0.157328512519598,0.02049542481986876,1.8884282966256623,0.6026566999951614,0.2116409638176969,dl
55,training,0.0025176936760544777,0.1679900325834751,0.014425930090844943,1.9275981606376207,0.6110063931331833,0.20910590092668485,dl
