step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
1,training,0.06985796242952347,0.06242573261260981,0.0,0.00017774876636419273,0.0005269422441617429,0.0032045725031690027,dl
2,training,0.004557035863399506,0.18037062883377075,0.0,0.022184703785944795,0.0006248419129519889,0.008603478388807068,dl
3,training,0.026953820139169693,0.09180572628974915,0.0,0.05780383822377204,0.0018128503390810536,0.0654264261576658,dl
4,training,0.015049681067466736,0.06313809752464294,0.0,0.09655723323944657,0.006144421559556845,0.15444715933285275,dl
5,training,0.0020753033459186554,0.007845744490623474,0.0,0.11589189607104808,0.009570457482829432,0.19577350867609705,dl
6,training,0.0019324730383232236,0.013054698705673218,0.05830236668693963,0.17308710395019697,0.023514193520866353,0.2762529259749338,dl
7,training,0.006746034137904644,0.05850367248058319,0.05830236668693963,0.19219363664422867,0.0291271541488335,0.29567793606015513,dl
8,training,0.020910829305648804,0.1050443947315216,0.05830236668693963,0.24852225506924924,0.047937615590864575,0.3462528324162476,dl
9,training,0.03057810664176941,0.09329348057508469,0.05830236668693963,0.2858869127873605,0.062059994990381555,0.37704737167714303,dl
10,training,0.02276568114757538,0.07655815780162811,0.05830236668693963,0.3042733103212491,0.0694990281541999,0.39235226617228813,dl
11,training,0.018651101738214493,0.03830914571881294,0.05830236668693963,0.34063963909845735,0.08520982443461902,0.4213848405832489,dl
12,training,0.017429914325475693,0.013878869824111462,0.06210217360626516,0.3762477414830167,0.10168851937163179,0.4410907630543799,dl
13,training,0.03136324882507324,0.06237661466002464,0.06210217360626516,0.4119019605988422,0.11859101496649636,0.4433218308808374,dl
14,training,0.017165454104542732,0.07932815374806523,0.06210217360626516,0.46616168319191015,0.14428933319115872,0.4414094777997433,dl
15,training,0.016634566709399223,0.04213953576982021,0.06210217360626516,0.4842291621465951,0.15282301246583005,0.440781610683449,dl
16,training,0.0031020445749163628,0.0511773657053709,0.06210217360626516,0.5202162803229611,0.16984017573353274,0.4429533888573641,dl
17,training,0.007800347171723843,0.05479508265852928,0.06210217360626516,0.5563812538450051,0.18705489543625917,0.44446433298765586,dl
18,training,0.006098330020904541,0.010238777846097953,0.09613762914151804,0.6104637532201671,0.2126901615296758,0.44019011386529544,dl
19,training,0.009899904951453209,0.05918361246585846,0.09613762914151804,0.6285856986836214,0.22118949287497827,0.43652917601691144,dl
20,training,0.006671375595033169,0.062483068555593504,0.09613762914151804,0.6650478027653768,0.23801335386383185,0.4268004723173439,dl
21,training,0.00891857873648405,0.013379372656345367,0.09613762914151804,0.7197602772489311,0.2623651460022095,0.4106166206351902,dl
22,training,0.002387943910434842,0.006174162030220032,0.09613762914151804,0.738212842585739,0.2703383669067761,0.404659462894884,dl
