step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
1,training,0.08388503640890121,0.06360419094562525,0.0,0.00017894118475245135,0.0005304324815816695,0.0032262565636509183,dl
2,training,0.004122931510210037,0.10647791624069214,0.0,0.016182976232879585,0.0005890869966836016,0.0035883244501590415,dl
3,training,0.009260648861527443,0.10368645191192627,0.0,0.05173119753573512,0.0011696516228961796,0.03744734742881396,dl
4,training,0.023026037961244583,0.1158667802810669,0.0,0.07076905555902417,0.002252773146213376,0.07909765264553771,dl
5,training,0.014902542345225811,0.08571124076843262,0.0,0.09020371957026954,0.004251729068947913,0.12626148750171015,dl
6,training,0.004065671935677528,0.03871800005435941,0.0,0.12901872218918659,0.010838065968571065,0.2047738935195841,dl
7,training,0.0024367738515138626,0.049605682492256165,0.0605320182153319,0.16744320691560644,0.02009199158870326,0.2644567525888049,dl
8,training,0.007428738288581371,0.1019204258918762,0.0605320182153319,0.18657127887846836,0.02552538026329257,0.28938706310442647,dl
9,training,0.007442515343427658,0.07078182697296141,0.0605320182153319,0.2054741623313995,0.03140352906913665,0.313825571974583,dl
10,training,0.009398064576089382,0.10337723791599274,0.0605320182153319,0.2428351694285421,0.044328084889173974,0.3506230026069326,dl
11,training,0.01879001595079899,0.12537435814738274,0.0605320182153319,0.28005129310551385,0.05865698365093303,0.3845114267339229,dl
12,training,0.016503404825925827,0.16981348395347595,0.0605320182153319,0.3165614020092165,0.07412225068807418,0.417448327388973,dl
13,training,0.024297602474689484,0.10518210753798485,0.07447825167353742,0.3703834955732315,0.0996796048688173,0.4689053246033788,dl
14,training,0.017149722203612328,0.05533109977841377,0.07447825167353742,0.40504133059951414,0.11779001428731492,0.4896273733794891,dl
15,training,0.03556805104017258,0.07377182692289351,0.07447825167353742,0.44004127484590333,0.1365757166442666,0.49236309693919816,dl
16,training,0.016074785962700844,0.06300820410251616,0.07447825167353742,0.45769825302548295,0.14603444101582114,0.48989754817148584,dl
17,training,0.01718849129974842,0.0899216867983341,0.07447825167353742,0.49309661810100347,0.16468767655197677,0.4798683121045096,dl
18,training,0.018376262858510017,0.04980609565973282,0.07447825167353742,0.5285982723728975,0.18298424281851083,0.4713738281545372,dl
19,training,0.01455004420131445,0.07523071765899657,0.10194440127499238,0.5644194979622071,0.20103381628517172,0.46126888199396393,nav
20,training,0.025664737448096275,0.08237385377287865,0.10194440127499238,0.6182854371347629,0.22706750921519286,0.4361171220836216,nav
21,training,0.008862595073878765,0.0895342640578747,0.10194440127499238,0.6549777558370841,0.2436989483564032,0.4143519985325692,nav
22,training,0.005983362905681133,0.08770354837179183,0.10194440127499238,0.6733557276887338,0.2516474936303704,0.40245235079762215,nav
23,training,0.011991812847554684,0.019155655056238174,0.10194440127499238,0.7290882693033979,0.2742505657506669,0.3673205939561206,nav
24,training,0.014638204127550125,0.0047077275812625954,0.10194440127499238,0.7479548499914082,0.2813973915289761,0.3583776859549695,nav
25,training,0.0081647839397192,0.06704913452267647,0.1058246865010185,0.8042512216825779,0.30193229077952266,0.3417557518400056,nav
26,training,0.00414547324180603,0.11756240949034691,0.1058246865010185,0.8422152027753914,0.31519241059507175,0.32989265968439313,nav
27,training,0.007768421433866024,0.12930092215538025,0.1058246865010185,0.8801163816974176,0.3279023484883164,0.31709911999810436,nav
28,training,0.0017976989038288593,0.05159879848361015,0.1058246865010185,0.8991206214085724,0.33406796857152016,0.31029937030115695,nav
29,training,0.006418123841285706,0.0718434639275074,0.1058246865010185,0.9565673448598406,0.3520096441363305,0.2985472797385756,nav
30,training,0.004458190407603979,0.13447457551956177,0.1058246865010185,0.9756330512913768,0.35785927970258413,0.2957166591171048,nav
31,training,0.0035706625785678625,0.15811827406287193,0.09578407990529347,1.0331870746427885,0.37504297712464685,0.28425734577599643,nav
32,training,0.006200216710567474,0.12546300515532494,0.09578407990529347,1.0524307445858425,0.3806231722040052,0.2803468779025289,nav
33,training,0.00333772087469697,0.0953369252383709,0.09578407990529347,1.0908329346189891,0.39150792353314073,0.2716745815677513,nav
34,training,0.0033225673250854015,0.040483757853507996,0.09578407990529347,1.1295296904383214,0.4020859467950554,0.261246359002289,nav
35,training,0.0036890676710754633,0.07966441317694262,0.09578407990529347,1.1682253461852483,0.4123129229558868,0.2579588408014079,nav
36,training,0.0031130220741033554,0.03844831511378288,0.09578407990529347,1.2067968423694575,0.422485116156699,0.2573938336553758,nav
37,training,0.0010988671565428376,0.015665948390960693,0.06668020214717425,1.245542658109664,0.43270244983811534,0.2606902668480398,nav
38,training,0.0014945273287594318,0.07560614310204983,0.06668020214717425,1.2838659465538225,0.4431486933904135,0.2719279099476026,nav
39,training,0.0013348261127248406,0.06664573028683662,0.06668020214717425,1.3222485411268643,0.4539407634428167,0.27120501787694073,nav
40,training,0.001132560078985989,0.06709608808159827,0.06668020214717425,1.380150517533798,0.46968728750720623,0.2579315674055723,nav
41,training,0.002879428444430232,0.01943900901824236,0.06668020214717425,1.39950165697377,0.47471808146452976,0.25050096246952974,nav
42,training,0.0023909499868750572,0.01651402935385704,0.04043722750113945,1.4577694988029517,0.4892863813879438,0.24650940866242088,dl
43,training,0.0022984612733125687,0.0362563356757164,0.04043722750113945,1.496394127316114,0.49908427501656816,0.24953878926225767,dl
44,training,0.0021424333099275827,0.028208499774336815,0.04043722750113945,1.515772343350276,0.5040345809243933,0.25030588946827714,dl
45,training,0.0010364905465394258,0.05993714928627014,0.04043722750113945,1.5545299529285608,0.5139426065054766,0.24968396343050134,dl
46,training,0.001203180756419897,0.09107173234224321,0.04043722750113945,1.5931882599043672,0.5237645255922164,0.24746096648732546,dl
47,training,0.0021472324151545763,0.09904336929321289,0.04043722750113945,1.6320238536702814,0.533548613605364,0.2465159723857942,dl
48,training,0.0017229808727279305,0.11599948629736899,0.04043722750113945,1.6707248563477017,0.5433263718954472,0.24784361282797712,dl
49,training,0.005540161859244108,0.11844739690423012,0.015054223611452346,1.7094116684517158,0.5530993647725452,0.24666894053617483,dl
50,training,0.0024526105262339115,0.12960951030254364,0.015054223611452346,1.7482498976019987,0.5628515492367716,0.24541449827815517,dl
51,training,0.003244988387450576,0.1430547945201397,0.015054223611452346,1.8063293574257544,0.5773528586641148,0.24278645612167035,dl
52,training,0.005149688571691513,0.1663798727095127,0.015054223611452346,1.845230419235837,0.5869492749652355,0.241258195215883,dl
53,training,0.0022838544100522995,0.16424967721104622,0.015054223611452346,1.86458527376031,0.5917216062032363,0.24202645122827396,dl
54,training,0.0037933564744889736,0.18170410767197612,0.015054223611452346,1.9033040788217197,0.6012891461977096,0.24170953944164597,dl
55,training,0.0010309573262929916,0.18641186133027077,0.008006536786777499,1.9422073261688944,0.6108794078450809,0.24209341717241895,dl
56,training,0.0024485825560986996,0.2108539454638958,0.008006536786777499,2.0002299796111247,0.6253320601366804,0.2445972685448563,dl
57,training,0.004483482800424099,0.1805557981133461,0.008006536786777499,2.0390960495916444,0.6350432512097446,0.24516748011719955,dl
58,training,0.004708029329776764,0.19018110260367393,0.008006536786777499,2.058401134769001,0.6398868694767176,0.24594862406622953,dl
59,training,0.002429257147014141,0.16994600743055344,0.008006536786777499,2.0970945396958713,0.649589254312319,0.24432738475759416,dl
60,training,0.0013906913809478283,0.1711661405861378,0.008006536786777499,2.135988521514913,0.6592250670251938,0.24105455098334433,dl
61,training,0.005366720259189606,0.17365407571196553,0.032578821213345044,2.1747711635233613,0.6687384092471949,0.23954403535218138,dl
62,training,0.0012443442828953266,0.21113556623458862,0.032578821213345044,2.2135734505265874,0.6781479035640149,0.23594105415385538,dl
63,training,0.011492866091430187,0.23132413253188133,0.032578821213345044,2.2719309747048926,0.6920681082342007,0.23309679879310274,dl
64,training,0.0038312277756631374,0.16512010619044304,0.032578821213345044,2.310797589249172,0.7012293261986835,0.2292166579807983,dl
65,training,0.006066429428756237,0.2226167544722557,0.032578821213345044,2.3498074732856615,0.7102279021491055,0.22462262827653565,dl
66,training,0.006188962142914534,0.16673998162150383,0.08094274947639571,2.3887909989869995,0.7190042838662212,0.21719639059607046,dl
67,training,0.007337120361626148,0.14781542867422104,0.08094274947639571,2.4279805064751048,0.7274059933682334,0.20487412909171043,dl
68,training,0.006170028820633888,0.1531514972448349,0.08094274947639571,2.4475919558261507,0.7314151044840843,0.19834869030070612,dl
69,training,0.004865379072725773,0.16979503259062764,0.08094274947639571,2.4869283155639184,0.7390720700334068,0.1861136080726517,dl
70,training,0.003936699591577053,0.16518213972449303,0.08094274947639571,2.5460205383821592,0.7496456073157459,0.1695376290545745,dl
71,training,0.008665627799928188,0.16825295984745023,0.08094274947639571,2.5855162340531117,0.75624957034914,0.16170114340628505,dl
72,training,0.0021496706176549196,0.16899969801306725,0.11128538600080132,2.6250704151727824,0.7625195230729559,0.15230618248029562,nav
73,training,0.004936280660331249,0.1601527743041515,0.11128538600080132,2.6445602790050735,0.7654126639419224,0.13932466250239034,nav
74,training,0.002048701513558626,0.15457526966929433,0.11128538600080132,2.6844395207978273,0.7701954702052191,0.09883749241393702,nav
75,training,0.0020299965981394053,0.15705460309982297,0.11128538600080132,2.744636231097034,0.7743929664466039,0.04230294643529097,nav
