step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
1,training,0.006429136730730534,0.08854919672012335,0.0,0.0001765289355370502,0.0005233718898762512,0.003182390818613362,dl
2,training,0.007748540490865707,0.05435502529144287,0.0,0.007397572019566625,0.0005524087903538631,0.0033617062429087577,dl
3,training,0.0023138064425438643,0.048757016658782903,0.0,0.02204870812977195,0.0006208923762133726,0.008408571003443976,dl
4,training,0.0004788431979250163,0.031114161014556885,0.0,0.05823269914153445,0.001635622639284252,0.05110409552435813,dl
5,training,0.00170395418535918,0.01133224368095398,0.0,0.09748724057919975,0.0048394740845764846,0.11011996915281616,dl
6,training,0.0019673053175210953,0.007085919380187988,0.0,0.1171023495580108,0.007278104214247012,0.13651788549048213,dl
7,training,0.001410459284670651,0.028090447187423706,0.0,0.13658000302047524,0.010199569603800534,0.16129487983985433,dl
8,training,0.0011103664292022586,0.08229905366897583,0.0631391389634281,0.17552180920066138,0.01759764889379808,0.21554484775062202,dl
9,training,0.004795635584741831,0.16734111309051514,0.0631391389634281,0.21381657779701396,0.02713916911629437,0.27323409792642694,dl
10,training,0.01101020909845829,0.20232272893190384,0.0631391389634281,0.2514663355697897,0.0388646430010229,0.3304127903786433,dl
11,training,0.021832097321748734,0.12584674172103405,0.0631391389634281,0.2886438759714096,0.052769153052959934,0.3845863262610853,dl
12,training,0.02002817392349243,0.1120983138680458,0.0631391389634281,0.32349573983153007,0.06763987287355226,0.4181280072690884,dl
13,training,0.021212715655565262,0.10652643069624901,0.07773028320753199,0.3596650138171634,0.08428778735013812,0.4431366484438054,dl
14,training,0.025693662464618683,0.10963937081396578,0.07773028320753199,0.39568229218902246,0.10171244213271372,0.4553207823169542,dl
15,training,0.03935227915644646,0.11551298201084137,0.07773028320753199,0.43131629009481237,0.11934559453219873,0.4624359869542799,dl
16,training,0.019900470972061157,0.08974805846810341,0.07773028320753199,0.46698727096810966,0.137322054904207,0.47132082709782597,dl
17,training,0.012486893683671951,0.08418016880750658,0.07773028320753199,0.502515279660579,0.15551000511426982,0.47364159099895153,dl
18,training,0.030074402689933777,0.08013072609901428,0.07773028320753199,0.5381052231828979,0.17372006819240957,0.47100484402531007,dl
19,training,0.00876983068883419,0.0827133655548096,0.09661714212643283,0.5738937946458263,0.1917743618432808,0.4621334748143874,dl
20,training,0.011854397132992744,0.05876438692212106,0.09661714212643283,0.6097223014393376,0.20939952103171802,0.4521411981621338,dl
21,training,0.011285781860351562,0.07996179535984993,0.09661714212643283,0.6458974803165428,0.22675975629945636,0.4425432445926573,dl
22,training,0.0022782697342336178,0.0500297024846077,0.09661714212643283,0.6821029144881637,0.24369910042275175,0.43338477603694286,dl
23,training,0.011039068922400475,0.07339498773217201,0.09661714212643283,0.7184033397004902,0.2603697971377481,0.42786606280786627,dl
24,training,0.004702789708971977,0.09733299165964127,0.09661714212643283,0.7549136320412146,0.27693234868838595,0.42341082740169356,dl
25,training,0.0045162104070186615,0.04889278113842012,0.111135774354622,0.7913516169302093,0.29320181842696175,0.41591212793530347,nav
26,training,0.006756552029401064,0.069777000695467,0.111135774354622,0.8282149377508699,0.309152701164596,0.3984939264812905,nav
27,training,0.005292865913361311,0.06690963357686996,0.111135774354622,0.8654066461063552,0.32429034749439345,0.373941648898407,nav
28,training,0.003127873642370105,0.08929708972573282,0.111135774354622,0.9028358914550086,0.33847774634356087,0.35079703261611134,nav
29,training,0.0032267491333186626,0.05752214789390564,0.111135774354622,0.9408644322050101,0.35191493129180657,0.32842634355552824,nav
30,training,0.002303473185747862,0.0764206200838089,0.111135774354622,0.9788012368316066,0.3644712444635356,0.3137929853285553,nav
