step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
1,training,0.14671307802200317,0.1618193089962005,0.0,0.00017836330779863897,0.0005287410072938519,0.003215747799183331,dl
2,training,0.024721359834074974,0.008769810199737604,0.0,0.02900886029683716,0.0006427943199604919,0.006308569688278917,dl
3,training,0.0008041824330575764,0.05089735984802246,0.0,0.048285239389254726,0.0009269337686707586,0.026956495204599997,dl
4,training,0.008492914028465748,0.1226915717124939,0.0,0.06764360750226679,0.0017359458901789456,0.058227914225531044,dl
5,training,0.018307872116565704,0.12674152851104742,0.0,0.1066131268651645,0.005660097680455184,0.14479013109668706,dl
6,training,0.016095785424113274,0.10580462217330933,0.0,0.14517576061527662,0.0129537168609531,0.22756732328053858,dl
7,training,0.007744776085019112,0.07757577300071716,0.06829569343178964,0.18331040742054147,0.023285339821868735,0.30039148678459243,dl
8,training,0.008206598460674286,0.18746211379766464,0.06829569343178964,0.20205190752528454,0.02940766074971908,0.3350394145015086,dl
9,training,0.01586155593395233,0.08136172592639923,0.06829569343178964,0.22049670547419645,0.03612959532791521,0.3622936367405229,dl
10,training,0.022876620292663574,0.09086941555142403,0.06829569343178964,0.25700732886604877,0.050804079391776856,0.39594353676570143,dl
11,training,0.022961175069212914,0.13640736043453217,0.06829569343178964,0.27542554236286304,0.05862382133188022,0.40756005500368836,dl
12,training,0.009941693395376205,0.12358446244616061,0.06829569343178964,0.32971358347226193,0.08319689885084364,0.4449869031092056,dl
13,training,0.01903497613966465,0.20515406131744385,0.08701146487936218,0.3476199148277262,0.09188431315181884,0.4580442559635687,dl
14,training,0.02054194174706936,0.17855993658304214,0.08701146487936218,0.38319298944915553,0.10994832159682581,0.48065174145557177,dl
15,training,0.02429545484483242,0.17003817856311798,0.08701146487936218,0.4181779617795027,0.12861130240585344,0.4976904386163296,dl
16,training,0.009462346322834492,0.16892312467098236,0.08701146487936218,0.4531076245029655,0.1479131841699471,0.5116267212945466,dl
17,training,0.03287140280008316,0.18622015044093132,0.08701146487936218,0.48778743921034307,0.16762329375631255,0.5213897775971991,dl
18,training,0.03492273762822151,0.18993389606475833,0.08701146487936218,0.5394349012605144,0.19774824756235906,0.5327409927595578,dl
19,training,0.024203037843108177,0.138395119458437,0.1129120368883544,0.5566018970528298,0.20788859365194923,0.5332448250274465,nav
20,training,0.01974986121058464,0.140074260532856,0.1129120368883544,0.5899739719802155,0.22755287056659312,0.5276893194045862,nav
21,training,0.025571309030056,0.12232818454504013,0.1129120368883544,0.6246520766964626,0.2471379881519976,0.49743946495836566,nav
