step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
1,training,0.038027141243219376,0.2931761145591736,0.0,0.0001787485564564142,0.0005298686460496602,0.003222753572127595,dl
2,training,0.0855579599738121,0.12387037277221674,0.0,0.022282761351963613,0.000703259484000022,0.02081913147868335,dl
3,training,0.013691102154552937,0.09493495523929601,0.0,0.03791877370573515,0.0012547695649840563,0.04696644792236608,dl
4,training,0.004241578746587038,0.13581454753875727,0.0,0.07270572934560425,0.003568389385965102,0.08803366326872196,dl
5,training,0.022894766181707382,0.13818582892417908,0.0,0.09221224664866214,0.005525783333798758,0.1089137739355904,dl
6,training,0.022368526086211205,0.05966585874557495,0.0,0.13164231776041657,0.010362535693632543,0.1345415868486445,dl
7,training,0.010987851768732071,0.03686925768852234,0.0,0.17021914927108137,0.016049948750778233,0.1613721189627364,dl
8,training,0.0017758117755874991,0.05213445425033569,0.0,0.1889801585836392,0.01927051960077082,0.1784173078605697,dl
9,training,0.0023417528718709946,0.11763203144073486,0.045700485161510956,0.2274416788608595,0.027339462417458448,0.23730256039960843,dl
10,training,0.01246902346611023,0.22089219093322754,0.045700485161510956,0.24648891589313,0.03227222481566819,0.270133174050465,dl
11,training,0.021214528009295464,0.3256160840392113,0.045700485161510956,0.2841662765312836,0.044183764369482494,0.34342132892121485,dl
12,training,0.0066676014102995396,0.15256206691265106,0.04743488866901882,0.3205115708551062,0.058774002582150736,0.4231034520817699,dl
13,training,0.021780330687761307,0.06541432440280914,0.04743488866901882,0.35457460093695653,0.07533799018046963,0.4704683166051419,dl
14,training,0.02059384435415268,0.2097100391983986,0.04743488866901882,0.3896584345640877,0.09404287900829211,0.5055157706638533,dl
15,training,0.02601591870188713,0.2697575092315674,0.04743488866901882,0.42406318111676383,0.11376812665223437,0.5357562385205841,dl
16,training,0.03219648450613022,0.26218801736831665,0.04743488866901882,0.45789656543918045,0.13457664170610062,0.5669838276617155,dl
17,training,0.05632898956537247,0.28187917172908783,0.04743488866901882,0.49109847636286547,0.15639914334751573,0.5956806273623543,dl
18,training,0.046816565096378326,0.30864866077899933,0.04743488866901882,0.5236838407631533,0.17918918896152647,0.6252624968523286,dl
19,training,0.05135311558842659,0.2974149286746979,0.09442986629403503,0.5555147603151506,0.20285391741381387,0.6523297543986859,dl
20,training,0.017199235036969185,0.29569192230701447,0.09442986629403503,0.5869659264451881,0.2274483062491277,0.674639180075843,dl
21,training,0.02287062257528305,0.30111915618181223,0.09442986629403503,0.6177921014577465,0.25259273109564756,0.6929978243425451,dl
22,training,0.034276410937309265,0.300400361418724,0.09442986629403503,0.6482284458370436,0.2782474666045297,0.7072006379745542,dl
23,training,0.04595746472477913,0.2689395174384117,0.09442986629403503,0.6785640113763491,0.3044677893786786,0.7184587573833506,dl
24,training,0.04220276325941086,0.2614609617739916,0.09442986629403503,0.7084007400595251,0.33076422403455,0.7245004858580161,dl
25,training,0.026281364262104034,0.29639727249741554,0.18174289903227187,0.7383732389989548,0.3573152020365005,0.7236492260107842,nav
26,training,0.05526956915855408,0.347983181476593,0.18174289903227187,0.7674933130325307,0.38282644717555797,0.7040811653557223,nav
27,training,0.04121464118361473,0.32222369313240057,0.18174289903227187,0.7988538364760065,0.40746247406620395,0.6242506443120635,nav
28,training,0.04265333339571953,0.24914637207984924,0.18174289903227187,0.8327364551850178,0.42982548832417683,0.5423434397522475,nav
29,training,0.05620284378528595,0.19181610643863678,0.18174289903227187,0.8503219988234094,0.4399696384361241,0.5042446692866259,nav
30,training,0.04291790723800659,0.12926222383975983,0.2117335982292888,0.9051302747555043,0.46649885341610337,0.40016330516236787,nav
31,training,0.04566672816872597,0.13287399709224704,0.2117335982292888,0.9423873043240341,0.480917212661439,0.34297977407961217,nav
32,training,0.020953023806214333,0.1742926314473152,0.2117335982292888,0.9807712217564479,0.49363933553420636,0.29852309953183814,nav
