step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
1,training,0.061289552599191666,0.14524680376052862,0.0,0.00017749195105579065,0.0005261905547332631,0.0031999024414126422,dl
2,training,0.020928483456373215,0.1650147140026092,0.0,0.01731083372952785,0.0005976024324190526,0.006558588328779232,dl
3,training,0.025073297321796417,0.027609556913375854,0.0,0.03373475102085558,0.0008620036048365685,0.027591826293381562,dl
4,training,0.0028401250019669533,0.05314093828201294,0.0,0.06953197458897561,0.002970533153421887,0.09157215687755176,dl
5,training,0.0019735093228518963,0.03515450656414029,0.0,0.08872111411210408,0.0050430001982805,0.12006282590322886,dl
6,training,0.008226253092288971,0.08742083609104156,0.0,0.12787927643365585,0.010788994929433384,0.16804786428048513,dl
7,training,0.010048655793070793,0.08008894324302673,0.0,0.14741203930352448,0.01428722862097577,0.18521823483139294,dl
8,training,0.005848715081810951,0.0186971724033356,0.0,0.18635493885928406,0.022248526833043746,0.21999322130533555,dl
9,training,0.0015075237024575472,0.07246120274066922,0.06778360638896856,0.2056480340422329,0.026774244995275254,0.24156830302570625,dl
10,training,0.004023580811917782,0.17411550134420395,0.06778360638896856,0.24369144938491039,0.03713202415466448,0.29242737522120205,dl
11,training,0.00649522989988327,0.21717098727822304,0.06778360638896856,0.28134583845932315,0.0496224118487517,0.34921311656837595,dl
12,training,0.009129524230957031,0.22212770581245422,0.06778360638896856,0.31796656835982445,0.06413056418349704,0.40470149259053073,dl
13,training,0.030014608055353165,0.21049708873033524,0.07954758468166104,0.3716444417407485,0.08949123001687881,0.47501625069732856,dl
14,training,0.017993755638599396,0.156622052192688,0.07954758468166104,0.38907072452507874,0.09864972718467678,0.49056649913881106,dl
15,training,0.0218381155282259,0.13623354211449623,0.07954758468166104,0.4235067189477108,0.11742933641772528,0.5048155783423347,dl
16,training,0.024293214082717896,0.142232496291399,0.07954758468166104,0.4583754488833488,0.1369131334200002,0.5132594500431586,dl
17,training,0.030964255332946777,0.15836310386657715,0.07954758468166104,0.493107632446548,0.1566011990467161,0.517815947516127,dl
18,training,0.021000761538743973,0.20230922475457191,0.07954758468166104,0.5276755806628851,0.1764463541690454,0.5245380578767349,dl
19,training,0.021776437759399414,0.16791954264044762,0.10136070920822479,0.5621569047058762,0.1965474398255543,0.5301617681873529,nav
20,training,0.01726890727877617,0.1797482185065746,0.10136070920822479,0.5964457727368433,0.21648168753635477,0.5152519815014892,nav
21,training,0.01907362788915634,0.16581150144338608,0.10136070920822479,0.6317133464973341,0.23579301146633092,0.4856011629266856,nav
22,training,0.01360483467578888,0.14361619949340823,0.10136070920822479,0.6676308369314631,0.2540076586998992,0.45239205996064963,nav
23,training,0.02654527686536312,0.06835417449474335,0.10136070920822479,0.7039386442860824,0.2709525489225555,0.4205181221632076,nav
24,training,0.01597149670124054,0.04227563738822937,0.10136070920822479,0.74095623233361,0.28691493327873485,0.3962328801248596,nav
25,training,0.01245643850415945,0.016745597124099718,0.12460881023380503,0.7780539291865707,0.302003350177755,0.3772542190226544,nav
26,training,0.009545800276100636,0.007830880582332597,0.12460881023380503,0.8154474575823799,0.3164268112683868,0.3583618114101014,nav
27,training,0.009784825146198273,0.0847732201218605,0.12460881023380503,0.8533088037905096,0.3302008070463596,0.3403724980904811,nav
28,training,0.008952904492616653,0.11043589189648627,0.12460881023380503,0.8910772724248242,0.34320379273748125,0.3218397801889692,nav
29,training,0.00825522094964981,0.0670652762055397,0.12460881023380503,0.9293560345850651,0.3555494175503326,0.30202292577430745,nav
30,training,0.002678228309378028,0.0676381066441536,0.12460881023380503,0.986800883308592,0.37281401704262246,0.28492543995066094,nav
31,training,0.0018026665784418583,0.07275988161563873,0.09583435573512067,1.0253188655314687,0.3839302040550857,0.2769967260338543,nav
32,training,0.00136178161483258,0.02175348997116089,0.09583435573512067,1.0638551437687125,0.3947250925960221,0.2686882715233789,nav
33,training,0.005042967386543751,0.04565003188326955,0.09583435573512067,1.0830247095024188,0.39996947390348137,0.26618883425425366,nav
34,training,0.002376008313149214,0.06155293621122837,0.09583435573512067,1.1216356500157132,0.41048007124272023,0.26480736212643957,nav
35,training,0.0018967246869578958,0.00644342973828315,0.09583435573512067,1.1602020641367543,0.4209277128123951,0.26419214129496893,nav
36,training,0.0024449669290333986,0.0035166144371032715,0.09583435573512067,1.198611482795046,0.43136837312043935,0.2688237159037078,nav
37,training,0.0011989969061687589,0.012142907362431288,0.05485421337370915,1.2371811523464007,0.44215316686434725,0.275590984638539,nav
38,training,0.004424738697707653,0.034212907776236534,0.05485421337370915,1.2946592253799252,0.4586156194442457,0.2796646025629594,nav
39,training,0.0010594287887215614,0.07293996587395668,0.05485421337370915,1.3138916443720285,0.4641481401776557,0.2808920273145604,nav
40,training,0.0030991672538220882,0.001680426299571991,0.05485421337370915,1.3523113920671503,0.47533526229085343,0.2878604887208937,nav
41,training,0.0007514304015785456,0.04797958582639694,0.05485421337370915,1.3905081257824419,0.4867376286328462,0.2887844376063139,nav
42,training,0.002500516129657626,0.026882030069828033,0.05485421337370915,1.4289929866390916,0.49806042456335387,0.2819262150475166,nav
43,training,0.0018870775820687413,0.014304134994745255,0.058805528220613225,1.4674164181474758,0.5090099211911904,0.2722331723260566,nav
