step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
1,training,0.3453202545642853,0.1088308990001679,0.0,0.00017797806972062822,0.000527613411614742,0.003208742306370531
2,training,0.02416711300611496,0.4154602289199829,0.0,0.03290772850094267,0.0007362031057109874,0.01685551621624417
3,training,0.08401520550251007,0.07764378190040588,0.0,0.07105917266814284,0.00237263670194958,0.07433747495807067
4,training,0.02270137332379818,0.03236107528209686,0.0,0.1102492218934249,0.0065484475045551865,0.13754023432161508
5,training,0.006289068143814802,0.2073770090937615,0.0,0.14931894803959636,0.012992210855631542,0.1858029731252807
6,training,0.02681148797273636,0.14461684226989743,0.04912725586195172,0.18816054084830205,0.021319244617304625,0.23780000939237733
7,training,0.0306776724755764,0.02234631031751634,0.04912725586195172,0.22638867473337573,0.03164175766689193,0.28619475737494043
8,training,0.02174796164035797,0.053980760276317596,0.04912725586195172,0.26387001007403965,0.04342055206051639,0.3176263904476582
9,training,0.006049402058124542,0.16963884234428406,0.04912725586195172,0.3017151230320842,0.056298150665475624,0.3380395361404599
10,training,0.007750068325549364,0.15895895659923553,0.04912725586195172,0.33900537161140687,0.069800399686606,0.35813790085567476
11,training,0.02402113936841488,0.15179986506700516,0.04912725586195172,0.3576724567406733,0.0768799903117577,0.3661514159424605
12,training,0.00771635677665472,0.002099663019180298,0.04912725586195172,0.39496601399504394,0.09144858376272424,0.37821471568861564
13,training,0.01573038659989834,0.0957949236035347,0.04090881326075657,0.4317497359687941,0.10633746566248588,0.39211622352805714
14,training,0.011817492544651031,0.01402705535292625,0.04090881326075657,0.4867724581532797,0.12945558491139922,0.398209330085109
15,training,0.01754227839410305,0.10890749096870422,0.04090881326075657,0.5051150868435266,0.137191655775267,0.4000504149750845
16,training,0.015692533925175667,0.12549521401524544,0.04090881326075657,0.5418219532524285,0.15279951203781786,0.40255320524051597
17,training,0.009802429005503654,0.09524111216887832,0.04090881326075657,0.57871033119363,0.16855622069526147,0.4066965660805364
18,training,0.011117270216345787,0.018709145486354828,0.04090881326075657,0.61514578109015,0.18435733104761795,0.40957703008907037
19,training,0.010331104509532452,0.03530126437544823,0.05197674609159879,0.651861142376407,0.2002860536250909,0.4091742151078724
20,training,0.007801909931004047,0.04194280691444874,0.05197674609159879,0.7070250598346217,0.22396397468487161,0.3966233288283498
21,training,0.013629530556499958,0.016479588579386473,0.05197674609159879,0.7440288562559753,0.23926542945650292,0.38888160710611797
22,training,0.009113620966672897,0.054559219628572464,0.05197674609159879,0.7626418576762805,0.24686590548512596,0.38721328622131956
23,training,0.0039332108572125435,0.02180404309183359,0.05197674609159879,0.7995121677790492,0.26185000530868724,0.38338919222632
